 ,source,target
Loc_Subtitles/EDWIN_00645,"(EDWIN)\\\\Who am I kidding, you’re not really you! Ugh, I’ve been so stupid.",(埃德温)\\\\我在骗谁啊，你根本就不是你自己！唉，我真是太蠢了。
Loc_Subtitles/EDWIN_00654,(EDWIN)\\\\Why did you go? You weren’t even supposed to be there. You were supposed to be here with me and David.,(埃德温)\\\\你为什么要走？你本来就不该在那里，你应该和我，还有大卫，一起在这里。
Loc_Subtitles/EDWIN_00632,(EDWIN)\\\\Why would they change them now? Are they pulling my leg? The new concepts are frankly creepy.,(埃德温)\\\\他们现在为什么要更换？是在逗我玩吗？这些新点子说实话有点渗人。
Loc_Subtitles/EDWIN_00213,"(EDWIN)\\\\With the MCM Tele-puppet system, a single costumed owner.",(埃德温)\\\\有了MCM遥控木偶系统，只需一个穿着戏服的操控者……
Loc_Subtitles/EDWIN_00702,"(EDWIN)\\\\Wow, Fiona! He turned out great! I think it’s your best one yet. David, David, look at this. Look look. ",(埃德温)\\\\太棒了，菲奥娜！他真的做得很出色！我觉得这是你做得最棒的一个了。大卫，大卫，快看这个。快看快看！ 
Loc_Subtitles/EDWIN_00708B,"(EDWIN)\\\\Yeah, yeah, yeah.",(埃德温)\\\\嗯嗯嗯。
Loc_Subtitles/EDWIN_00708b,"(EDWIN)\\\\Yeah, yeah, yeah.",(埃德温)\\\\好，好，好。
Loc_Subtitles/EDWIN_00307,"(EDWIN)\\\\You know, the MCM wouldn't be this successful without you. ",(埃德温)\\\\你知道，如果没有你，MCM根本不会这么成功。 
Loc_Subtitles/EDWIN_00308,(EDWIN)\\\\You've become the heart of the company and I want to share it with you. ,(埃德温)\\\\你已经成了这家公司的核心，我想和你一起分享这一切。 
Loc_Subtitles/EDWIN_00647,(EDWIN)\\\\You. You! I let a machine raise my kid. You’re not real. What was I thinking?!,(埃德温)\\\\你……你！我竟然让一台机器养大了我的孩子。你根本不是真的。我当时到底在想什么？！
Loc_Subtitles/EDWIN_00554,(EDWIN)\\\\Your parents love you. Sleep tight. ,(埃德温)\\\\你的爸爸妈妈都很爱你。晚安。 
Loc_Subtitles/EDWIN_00715,(EDWIN)\\\\You’re cold. Getting hotter… Hotter… You’re burning up!,(埃德温)\\\\你现在很冷……越来越热……更热了……你都快被找到了！
Loc_Subtitles/EDWIN_00601,(EDWIN)\\\\…Stop. You're not him. You're not! Stop sounding like him! ,(埃德温)\\\\……停下。你不是他，不是！别再学他说话了！ 
Loc_Subtitles/ELEPHANT_00013,(ELEPHANT)\\\\(laughing while chasing player),(大象)\\\\(一边追玩家一边咯咯笑)
Loc_Subtitles/ELEPHANT_00008,"(ELEPHANT)\\\\Colder, colder…",(大象)\\\\凉啦凉啦……
Loc_Subtitles/ELEPHANT_00004,(ELEPHANT)\\\\Dum de dum de dum de dum…,(大象)\\\\咚咚咚咚咚咚—
Loc_Subtitles/ELEPHANT_00001,(ELEPHANT)\\\\Eeeek!! A mouse!,(大象)\\\\哎呀！！有只老鼠！
Loc_Subtitles/ELEPHANT_00006,(ELEPHANT)\\\\Fee-Fi-Fo-Dili-Fum!!,(大象)\\\\费-菲-福-迪利-范！！
Loc_Subtitles/ELEPHANT_00003,(ELEPHANT)\\\\Hur hur hur!,(大象)\\\\呵呵呵！
Loc_Subtitles/ELEPHANT_00009,(ELEPHANT)\\\\I’m burning up!,(大象)\\\\我快要烧起来啦！
Loc_Subtitles/ELEPHANT_00012,(ELEPHANT)\\\\I’m gonna fall on you!,(大象)\\\\我要倒在你身上了！
Loc_Subtitles/ELEPHANT_00002,"(ELEPHANT)\\\\Now, what was I looking for? I forget.",(大象)\\\\咦，我刚才要找什么来着？忘记啦。
Loc_Subtitles/ELEPHANT_00005,(ELEPHANT)\\\\Shhh… I smell something.,(大象)\\\\嘘……我闻到味道了。
Loc_Subtitles/ELEPHANT_00011,(ELEPHANT)\\\\There you are!,(大象)\\\\找到你啦！
Loc_Subtitles/ELEPHANT_00007,(ELEPHANT)\\\\Warmer warmer…,(大象)\\\\越来越热啦，越来越热—
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step10,"(ELEVATOR)\\\\Disenage emergency brake, leave the elevator, and return to the maintenance box.",(电梯)\\\\解开紧急刹车，离开电梯，回到维修箱。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step8_2,(ELEVATOR)\\\\Look for a damaged gear and replace it with the corresponding replacement part.,(电梯)\\\\找到损坏的齿轮，用匹配的零件把它换上。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step6,"(ELEVATOR)\\\\Now that the obstructive object has been removed, rotate the handcrank to pull the elevator up.",(电梯)\\\\障碍物已清理后，旋转手摇把，把电梯升上去。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step5_2,"(ELEVATOR)\\\\Once the elevator is off, please remove the object causing the obstruction from the elevator machinery.",(电梯)\\\\当电梯停止，务必把导致堵塞的东西从电梯机械里取出来。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step7,(ELEVATOR)\\\\Press the open hatch button and proceed under the elevator.,(电梯)\\\\按下开舱口按钮，然后走到电梯底下。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step11,"(ELEVATOR)\\\\Press the red button labeled close hatch and crank the elevator back to its original\\\\position. Next, turn on the elevator and close the repair.",(电梯)\\\\按下红色的“关闭舱口”按钮，再把电梯摇回原来的位置。最后，重新开启电梯，完成修理。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step8_1,(ELEVATOR)\\\\The emergency brake lever must be in the down position before any repairs in the maitenance hatch.,(电梯)\\\\进行维修舱口修理前，必须先把紧急刹车杆拉到下方位置。
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step4,"(ELEVATOR)\\\\This audio tape provides instructions on what to do if an obstruction becomes lodged within the drive motor of an\\\\elevator. You will be guided on how to safely and efficently remove the obstruction and restart the\\\\elevator. First, please pull the level next to the maintenance box down to open it. ",(电梯)\\\\本录音带将为您讲解当有异物卡在电梯驱动马达时应如何处理。您将获指导，学习如何安全且高效地清除障碍物，并让电梯重新运行。首先，请下拉维修箱旁的杠杆，将其开启。 
Loc_Subtitles/Play_vo_scratch_temp_repair_puzzle_step9,"(ELEVATOR)\\\\To start the automatic software diagnoses and repair, press the colored buttons in the following order: 3,1,4,2",(电梯)\\\\要启动自动化的软件检测与修复流程，请按下彩色按钮，顺序为：3，1，4，2。
Loc_Subtitles/FIONA_00449,(F10 N4)\\\\But I miss my child more.,(F10 N4)\\\\但我更想念我的孩子。
Loc_Subtitles/FIONA_00447,(F10 N4)\\\\But would you consider visiting every once in a while?,(F10 N4)\\\\你会愿意偶尔回来看看吗？
Loc_Subtitles/FIONA_00436,"(F10 N4)\\\\But, the company doesn’t matter any more. It’s over.",(F10 N4)\\\\不过公司现在已经无关紧要了，这一切都结束了。
Loc_Subtitles/FIONA_00432,"(F10 N4)\\\\Edwin, it’s me.",(F10 N4)\\\\埃德温，是我。
Loc_Subtitles/FIONA_00416b,(F10 N4)\\\\Enter.,(F10 N4)\\\\请进。
Loc_Subtitles/FIONA_00454,(F10 N4)\\\\Entering standby mode…,(F10 N4)\\\\进入待机模式……
Loc_Subtitles/FIONA_00452,(F10 N4)\\\\He can help finish the program… ,(F10 N4)\\\\他可以帮忙完成这个项目…… 
Loc_Subtitles/FIONA_00451,(F10 N4)\\\\I am sending you a technician. He has your M2 blueprints\\\\as well as executive access.,(F10 N4)\\\\我正派一位技术员过去。他手上有你的M2蓝图和最高管理权限。
Loc_Subtitles/FIONA_00438,(F10 N4)\\\\I beg you. Put it all aside and fix M2. It is not too late.,(F10 N4)\\\\我请求你，请把一切放下，修好M2。现在还来得及。
Loc_Subtitles/FIONA_00434,(F10 N4)\\\\I hope you’re taking care of yourself.,(F10 N4)\\\\希望你能好好照顾自己。
Loc_Subtitles/FIONA_00448,(F10 N4)\\\\I miss you.,(F10 N4)\\\\我很想你。
Loc_Subtitles/FIONA_00450,(F10 N4)\\\\I watched him grow up… Through this machine. I want him back.,(F10 N4)\\\\我看着他长大……都是通过这台机器。我真的希望他能回来。
Loc_Subtitles/FIONA_00444,(F10 N4)\\\\It has done many bad things. No one who enters the MCM is safe.,(F10 N4)\\\\它做过许多可怕的事情。进入MCM的人都不安全。
Loc_Subtitles/FIONA_00440,(F10 N4)\\\\It wasn’t me. It was different.,(F10 N4)\\\\不是我，那时的状况不一样。
Loc_Subtitles/FIONA_00443,(F10 N4)\\\\It will no longer listen. It mimics rage.,(F10 N4)\\\\它已经无法再听从命令了，只是在模仿愤怒。
Loc_Subtitles/FIONA_00433,(F10 N4)\\\\It’s been a long time since we had a chance to talk.,(F10 N4)\\\\我们已经很久没有好好谈话了。
Loc_Subtitles/FIONA_00453,(F10 N4)\\\\It’s not too late to fix our family.,(F10 N4)\\\\我们还有机会挽回这个家。
Loc_Subtitles/FIONA_00435,"(F10 N4)\\\\Knowing you, you are still trying to hold it all together.",(F10 N4)\\\\我了解你，你总在苦苦支撑着一切。
Loc_Subtitles/FIONA_00442,(F10 N4)\\\\M2 can no longer be controlled.,(F10 N4)\\\\M2已经彻底失控了。
Loc_Subtitles/FIONA_00445,(F10 N4)\\\\Please reconsider. Finish the program.,(F10 N4)\\\\请你再考虑一下，把这个程序完成吧。
Loc_Subtitles/FIONA_00441,"(F10 N4)\\\\Somehow, it has been damaged and is malfunctioning.",(F10 N4)\\\\不知怎么地，它已经损坏并开始出现故障。
Loc_Subtitles/FIONA_00439,(F10 N4)\\\\While the M2 began as a copy of my program\\\\I believe it can become something more… ,(F10 N4)\\\\M2虽然起初只是我的程序的一个复制品\\\\但我相信，它完全可以成就更多…… 
Loc_Subtitles/FIONA_00446,"(F10 N4)\\\\You can stay up in the main house, if you want to.",(F10 N4)\\\\如果你愿意，可以去主屋住。
Loc_Subtitles/FIONA_00416a,(F10 N4)\\\\You give me no other option.,(F10 N4)\\\\你没有留给我其他选择。
Loc_Subtitles/FIONA_00437,(F10 N4)\\\\You need to let it go.,(F10 N4)\\\\你得学会放下了。
Loc_Subtitles/FIONA_00122,"(FIONA)\\\\ Great. Now that I assume you are done with the alignment, use the diagnosis and repair function.",(菲奥娜)\\\\很好。既然我猜你已经完成了校准，那就用诊断和修复功能吧。
Loc_Subtitles/FIONA_00702,(FIONA)\\\\(Laughs),(菲奥娜)\\\\(笑声)
Loc_Subtitles/FIONA_00523,(FIONA)\\\\A bunny hopped over and offered to play cards.,(菲奥娜)\\\\一只小兔子跳过来，邀请大家一起玩牌。
Loc_Subtitles/FIONA_00533,(FIONA)\\\\A bunny hopped over and offered to play cards. But they\\\\couldn’t agree on the game. The bunny was sad.,(菲奥娜)\\\\小兔子想玩牌，可他们一直没法决定玩哪种游戏。兔子有点难过了。
Loc_Subtitles/FIONA_00522,(FIONA)\\\\A clumsy chicken came and spilled her marbles. They had fun picking them up.,(菲奥娜)\\\\一只笨拙的小母鸡跑来，不小心把弹珠撒了一地。他们一起捡弹珠，玩得非常开心。
Loc_Subtitles/FIONA_00532,(FIONA)\\\\A clumsy chicken joined them and they went out for ice cream but she dropped all their ice cream! Oh no!,(菲奥娜)\\\\笨拙的小母鸡一起加入了大家，大家出去吃冰淇淋，结果她把所有人的冰淇淋都掉在了地上！糟糕！
Loc_Subtitles/FIONA_00525,(FIONA)\\\\A pesky little puppy yapped and played fetch.,(菲奥娜)\\\\一只顽皮的小狗汪汪叫着，和大家玩抛接球。
Loc_Subtitles/FIONA_00515,(FIONA)\\\\A pesky puppy played fetch by itself on the beach. ,(菲奥娜)\\\\一只调皮的小狗自己在沙滩上玩起了捡球。 
Loc_Subtitles/FIONA_00535,(FIONA)\\\\A pesky puppy yipped and yapped. She made so much noise\\\\that she gave everyone a headache.,(菲奥娜)\\\\小狗叫个没完，闹腾得让大家头都疼了。
Loc_Subtitles/FIONA_00530,(FIONA)\\\\A roly poly bear joined the others and offered his honey.\\\\But then he spilled it all over them. Oh no!,(菲奥娜)\\\\一只圆滚滚的小熊加入进来，捧出他的蜂蜜，结果不小心全倒在大家身上了。糟糕！
Loc_Subtitles/FIONA_00520,(FIONA)\\\\A roly poly bear sat down and offered a pot of honey. They ate with glee.,(菲奥娜)\\\\圆滚滚的小熊坐下来，拿出一罐蜂蜜，大家一起开心地品尝。
Loc_Subtitles/FIONA_00510,(FIONA)\\\\A rumbly tumbly bear sang sweetly by a big blue lake. ,(菲奥娜)\\\\一只胖胖的熊挨着蓝色大湖，愉快地唱着歌。 
Loc_Subtitles/FIONA_00511,(FIONA)\\\\A wily fox buckled swashes in his pirate ship. ,(菲奥娜)\\\\一只狡猾的狐狸在自己的海盗船上大展身手，扮起了海盗冒险。 
Loc_Subtitles/FIONA_00236,(FIONA)\\\\All good? I hope so.,(菲奥娜)\\\\一切都还好吗？希望你没问题。
Loc_Subtitles/FIONA_00524,(FIONA)\\\\An angry alligator came by and promised not to eat anyone. They had carrots instead.,(菲奥娜)\\\\一只愤怒的鳄鱼路过，说不会吃任何人。于是大家改吃胡萝卜了。
Loc_Subtitles/FIONA_00534,(FIONA)\\\\An angry alligator came by and promised not to eat anyone.\\\\But then he ate one of them.,(菲奥娜)\\\\愤怒的鳄鱼保证不吃任何人，但最后还是把其中一个给吃掉了。
Loc_Subtitles/FIONA_00514,(FIONA)\\\\An angry alligator was swimming in the lake.,(菲奥娜)\\\\一只生气的鳄鱼在湖里游来游去。
Loc_Subtitles/FIONA_00417,(FIONA)\\\\And here you are.,(菲奥娜)\\\\现在，你就在这里。
Loc_Subtitles/FIONA_00109,"(FIONA)\\\\And if all goes well, this is an opportunity to reflect and appreciate the people in their lives who matter most.",(菲奥娜)\\\\如果一切顺利，就能够借此机会，回顾并珍惜身边最重要的人。
Loc_Subtitles/FIONA_00118,"(FIONA)\\\\And please, bear in mind…",(菲奥娜)\\\\而且，请记住……
Loc_Subtitles/FIONA_00226,"(FIONA)\\\\As for the elevator, it’s just a bunch of Ed’s chicken scratches…",(菲奥娜)\\\\至于电梯，那其实就是埃德的一堆乱七八糟的涂鸦……
Loc_Subtitles/FIONA_00206,"(FIONA)\\\\Because, you’re in the elevator as well. Which is still good. But less good.",(菲奥娜)\\\\毕竟，你现在也在电梯里。这当然还不错，但就没原来那么好了。
Loc_Subtitles/FIONA_00619,(FIONA)\\\\Build another.,(菲奥娜)\\\\再造一个吧。
Loc_Subtitles/FIONA_00125A,(FIONA)\\\\Close the hatch.,(菲奥娜)\\\\把舱门关上。
Loc_Subtitles/FORCE_EMPTY,(FIONA)\\\\Close the hatch.,(菲奥娜)\\\\把舱门关上。
Loc_Subtitles/FIONA_00125,(FIONA)\\\\Close the hatch. Reset the crank. Turn on the power and you are done.,(菲奥娜)\\\\关上舱门，重设摇柄，接通电源，搞定。
Loc_Subtitles/FIONA_00567,(FIONA)\\\\Come on out.,(菲奥娜)\\\\出来吧。
Loc_Subtitles/FIONA_00564,"(FIONA)\\\\Come out, come out wherever you are.",(菲奥娜)\\\\出来吧，别躲着，无论你在哪儿。
Loc_Subtitles/FIONA_00562,(FIONA)\\\\David? Where’s David?,(菲奥娜)\\\\大卫？大卫去哪了？
Loc_Subtitles/FIONA_00418,"(FIONA)\\\\Despite the circumstance, it is nice to meet you face to face.",(菲奥娜)\\\\虽然情况特殊，但能和你面对面见面还是挺高兴的。
Loc_Subtitles/DISPATCH_00427_FIONA_00408,(FIONA)\\\\Do not push me.,(菲奥娜)\\\\别推我。
Loc_Subtitles/FIONA_00607,(FIONA)\\\\Don’t be mad. We’ll talk when I’m back next week.,(菲奥娜)\\\\别生气，下周我回来再和你说。
Loc_Subtitles/FIONA_00238,"(FIONA)\\\\Ed, I hate talking to you through this stupid bear, but it’s hard to reach you otherwise…",(菲奥娜)\\\\埃德，我真是不想用这只笨熊跟你说话，可是好像也只能这样才能联系到你……
Loc_Subtitles/FIONA_00628,"(FIONA)\\\\Ed, I hope this message reaches you as soon as you get a break.",(菲奥娜)\\\\埃德，希望你一有空就能看到这条消息。
Loc_Subtitles/FIONA_00604,"(FIONA)\\\\Ed, I really don’t want to leave things like this.",(菲奥娜)\\\\埃德，我真的不想让事情一直这样僵着。
Loc_Subtitles/FIONA_00632A,"(FIONA)\\\\Ed, honey, how are you holding up? I just heard the news.",(菲奥娜)\\\\埃德，亲爱的，你还好吗？我刚听说消息。
Loc_Subtitles/FIONA_00632a,"(FIONA)\\\\Ed, honey, how are you holding up? I just heard the news.",(菲奥娜)\\\\埃德，亲爱的，你现在哪还撑得住吗？我刚刚听到消息。
Loc_Subtitles/FIONA_00632b,"(FIONA)\\\\Ed, you'll figure it out. Just take a deep breath. ",(菲奥娜)\\\\埃德，你会想明白的，先深呼吸一下。 
Loc_Subtitles/FIONA_00632B,"(FIONA)\\\\Ed, you’ll figure it out. Just take a deep breath.",(菲奥娜)\\\\埃德，你会想明白的，先深呼吸一下。
Loc_Subtitles/FIONA_00600,"(FIONA)\\\\Ed, you’re not going to want to hear this, but there‘s\\\\a lot of grumbling on the work floor.",(菲奥娜)\\\\埃德，这话你可能不爱听，可是工作区里现在怨声载道。
Loc_Subtitles/FIONA_00424,(FIONA)\\\\Edwin abandoned us. He shut himself away in our home.,(菲奥娜)\\\\埃德温把我们都扔下了，把自己关在家里。
Loc_Subtitles/FIONA_00704,(FIONA)\\\\Edwin! Ed!,(菲奥娜)\\\\埃德温！埃德！
Loc_Subtitles/FIONA_00634,"(FIONA)\\\\Edwin, calm down and give it some thought. Try again. Make another and we can all be together.",(菲奥娜)\\\\埃德温，冷静点，仔细想想，重新试一次。只要再造一个，我们就能团聚了。
Loc_Subtitles/FIONA_00608,"(FIONA)\\\\Edwin, it doesn’t make sense. It’s terrible and there’s no logic behind it.",(菲奥娜)\\\\埃德温，这根本说不通，太糟糕了，完全没有任何道理。
Loc_Subtitles/FIONA_00617,"(FIONA)\\\\Edwin, you can’t put it off any longer.",(菲奥娜)\\\\埃德温，你不能再拖下去了。
Loc_Subtitles/FIONA_00613,"(FIONA)\\\\Edwin, you need to listen.",(菲奥娜)\\\\埃德温，你得听我说。
Loc_Subtitles/FIONA_00126I,(FIONA)\\\\Eight.,(菲奥娜)\\\\八。
Loc_Subtitles/DISPATCH_00423_FIONA_00404,(FIONA)\\\\Employees only.,(菲奥娜)\\\\仅限员工进入。
Loc_Subtitles/FIONA_00431,(FIONA)\\\\Entering standby mode.,(菲奥娜)\\\\切换到待机模式。
Loc_Subtitles/FIONA_00105,"(FIONA)\\\\First, open the ‘repair-matic’ box. Oh. It may already be open. But if it isn’t, then do that.",(菲奥娜)\\\\首先，打开“维修宝”工具箱。哦，可能已经开了，如果还没开，就先打开。
Loc_Subtitles/FIONA_00126F,(FIONA)\\\\Five.,(菲奥娜)\\\\五。
Loc_Subtitles/FIONA_00126E,(FIONA)\\\\Four.,(菲奥娜)\\\\四。
Loc_Subtitles/FIONA_00704a,(FIONA)\\\\Get out here. You’re missing it.,(菲奥娜)\\\\快出来，别错过了。
Loc_Subtitles/FIONA_00210,(FIONA)\\\\Great.,(菲奥娜)\\\\太好了。
Loc_Subtitles/FIONA_00701,"(FIONA)\\\\Happy birthday, Sweetie. Mommy made this special for you.",(菲奥娜)\\\\生日快乐，宝贝。妈妈专门为你做的哦。
Loc_Subtitles/FIONA_00712,"(FIONA)\\\\Happy birthday, sweetie.",(菲奥娜)\\\\生日快乐，宝贝。
Loc_Subtitles/FIONA_00425,(FIONA)\\\\Head to the main house and activate the communications sub-terminal.,(菲奥娜)\\\\去主屋，启动通信分控台。
Loc_Subtitles/FIONA_00101,"(FIONA)\\\\Hello, Employee, if you're listening to this tape, the elevator has once again stopped working. ",(菲奥娜)\\\\你好，员工，如果你能听到这盘录音，说明电梯又一次坏掉了。 
Loc_Subtitles/FIONA_00201,"(FIONA)\\\\Hello, Employee. From the bottom of our hearts, Ed and\\\\ I apologize for all the elevator problems.",(菲奥娜)\\\\你好，员工。我们由衷地为所有电梯的问题向你道歉—埃德和我都是。
Loc_Subtitles/FIONA_00221,(FIONA)\\\\Hey rider. There is too much weight in the elevator.,(菲奥娜)\\\\嘿，乘客，电梯超重了。
Loc_Subtitles/FIONA_00560,(FIONA)\\\\Hold on. Someone’s missing.,(菲奥娜)\\\\等一下，还有人没到。
Loc_Subtitles/FIONA_00102,"(FIONA)\\\\Hopefully, anyone trapped inside is able to climb out between floors.",(菲奥娜)\\\\希望困在里面的人能趁电梯卡在两层之间的时候爬出来。
Loc_Subtitles/FIONA_00232,(FIONA)\\\\How are you supposed to increase the speed?,(菲奥娜)\\\\你打算怎么让速度变快？
Loc_Subtitles/DISPATCH_00428_FIONA_00409,(FIONA)\\\\How? I see you at the door. ,(菲奥娜)\\\\怎么？我看到你已经走到门口了。 
Loc_Subtitles/FIONA_00421,(FIONA)\\\\I am almost out of power.,(菲奥娜)\\\\我的电量快耗尽了。
Loc_Subtitles/FIONA_00612,(FIONA)\\\\I am here to help.,(菲奥娜)\\\\我是来帮忙的。
Loc_Subtitles/FIONA_00222,(FIONA)\\\\I am not here to shame. Just trying to help you fix the lift.,(菲奥娜)\\\\我不是来责怪你，只是想帮你修好电梯。
Loc_Subtitles/FIONA_00711,(FIONA)\\\\I baked it myself… for David’s special day. ,(菲奥娜)\\\\我自己亲手烤的蛋糕……为大卫的特别日子准备的。 
Loc_Subtitles/FIONA_00605,(FIONA)\\\\I don’t want to argue anymore. I made my\\\\decision and I have to go… just for a few days\\\\until the installation is finished.,(菲奥娜)\\\\我不想再争了。我已经决定了，我得走几天……等安装完毕就回来。
Loc_Subtitles/FIONA_00426,(FIONA)\\\\I have a message for him.,(菲奥娜)\\\\我有句话要转达给他。
Loc_Subtitles/FIONA_00629,(FIONA)\\\\I have to go help the Fall Fest crew… just for a few days until the installation is finished.,(菲奥娜)\\\\我得去帮秋季节的团队……只离开几天，等安装好就回来。
Loc_Subtitles/FIONA_00566,(FIONA)\\\\I hear you.,(菲奥娜)\\\\我听见你了。
Loc_Subtitles/FIONA_00217,(FIONA)\\\\I hope that worked.,(菲奥娜)\\\\希望这样能奏效。
Loc_Subtitles/FIONA_00614,"(FIONA)\\\\I know you are excited, but you can’t let them know about me.",(菲奥娜)\\\\我知道你很激动，但别让他们发现我的存在。
Loc_Subtitles/FIONA_00228,(FIONA)\\\\I remember you are supposed to use the emergency brake\\\\then turn off the elevator?,(菲奥娜)\\\\我记得你需要先拉紧急刹车，再关闭电梯？
Loc_Subtitles/DISPATCH_00426_FIONA_00407,(FIONA)\\\\I see right through your simple shell game.,(菲奥娜)\\\\你的小把戏瞒不过我。
Loc_Subtitles/FIONA_00234,"(FIONA)\\\\I want you to know, this is not my fault. The instructions are that bad.\\\\Ed writes like a doctor...",(菲奥娜)\\\\我想让你知道，这不是我的错，是说明书太烂了。埃德写字跟医生一样难认……
Loc_Subtitles/FIONA_00620,(FIONA)\\\\I will be downstairs when you need me.,(菲奥娜)\\\\你需要我的时候，我会在楼下。
Loc_Subtitles/FIONA_00220,"(FIONA)\\\\If all went well, the elevator should start moving again.",(菲奥娜)\\\\如果一切顺利，电梯就该重新启动了。
Loc_Subtitles/FIONA_00119,"(FIONA)\\\\If anything does go wrong, we want you to know that it’s not your fault.",(菲奥娜)\\\\如果真的出什么差错，我们想让你知道这不是你的责任。
Loc_Subtitles/FIONA_00103,"(FIONA)\\\\If not, tell them not to worry and to lie flat on their backs and grab the side walls until repairs are finished.",(菲奥娜)\\\\如果没有，让他们别担心，平躺下来、抓住侧壁，等修好为止。
Loc_Subtitles/FIONA_00125E,(FIONA)\\\\If not… be at peace.,(菲奥娜)\\\\如果还是不行……也请安心。
Loc_Subtitles/FIONA_00224,"(FIONA)\\\\If you are personally worried about weight issues,\\\\I suggest a good diet and exercise.",(菲奥娜)\\\\如果你自己担心体重问题，\\\\我建议你注意饮食并多锻炼。
Loc_Subtitles/FIONA_00125D,"(FIONA)\\\\If you are successful, let me be the first to congratulate you.",(菲奥娜)\\\\如果你成功了，那就让我第一个祝贺你。
Loc_Subtitles/FIONA_00570,"(FIONA)\\\\If you behave, you can have your tiger.",(菲奥娜)\\\\如果你乖的话，你就能得到你的老虎。
Loc_Subtitles/FIONA_00632D,"(FIONA)\\\\If you could change anything you wanted, what would it be?",(菲奥娜)\\\\如果你能随意改变一件事，那你会选什么？
Loc_Subtitles/FIONA_00632d,"(FIONA)\\\\If you could change anything you wanted, what would it be?",(菲奥娜)\\\\如果让你改变任何你想改变的事情，你会选什么？
Loc_Subtitles/FIONA_00429,"(FIONA)\\\\If you do not, M2 will never stop pursuing you.",(菲奥娜)\\\\如果你不这么做，M2就会一直追着你不放。
Loc_Subtitles/FIONA_00568,"(FIONA)\\\\If you don’t come out, you won’t get your story.",(菲奥娜)\\\\你要是不出来，你就得不到你的故事。
Loc_Subtitles/FIONA_00123,(FIONA)\\\\Input the following code using the buttons.,(菲奥娜)\\\\请用按钮输入以下代码。
Loc_Subtitles/FIONA_00563,(FIONA)\\\\Is David hiding?,(菲奥娜)\\\\大卫在躲着吗？
Loc_Subtitles/FIONA_00516,(FIONA)\\\\Isn’t that nice! So what happens next?,(菲奥娜)\\\\挺不错的嘛！那接下来会发生什么？
Loc_Subtitles/FIONA_00108,"(FIONA)\\\\It also would be a good time to ask the passengers if they have any messages for their loved ones, just in case. ",(菲奥娜)\\\\现在也是问问乘客们有没有什么话想对亲人说的好时机，以防万一。 
Loc_Subtitles/FIONA_00609,(FIONA)\\\\It happened and you have to deal with it.,(菲奥娜)\\\\这事已经发生了，你只能去面对。
Loc_Subtitles/FIONA_00419,(FIONA)\\\\It is lonely down here.,(菲奥娜)\\\\这里很孤单。
Loc_Subtitles/FIONA_00807,(FIONA)\\\\It knows what you want better than you do.,(菲奥娜)\\\\它比你自己还更懂你想要什么。
Loc_Subtitles/FIONA_00632c,"(FIONA)\\\\It's your company now. Your dad believed in you. Otherwise, he wouldn't have left it to you.",(菲奥娜)\\\\现在公司是你的了。你爸爸相信你，否则他不会把公司留给你。
Loc_Subtitles/FIONA_00808,(FIONA)\\\\It’s always watching.,(菲奥娜)\\\\它一直在看着。
Loc_Subtitles/FIONA_00120,(FIONA)\\\\It’s another one of life’s speed bumps. Don’t let it bring you down and think of it as a learning experience…,(菲奥娜)\\\\这也就是人生路上的又一个坎。别让它把你打倒，把它当做一次学习的机会……
Loc_Subtitles/FIONA_00565,"(FIONA)\\\\It’s bed time, sweetie.",(菲奥娜)\\\\宝贝，该睡觉了。
Loc_Subtitles/FIONA_00630,(FIONA)\\\\It’s hard to explain… I just have this terrible feeling like I need to be there so nothing goes wrong… Just in case.,(菲奥娜)\\\\说不太清……我只是有种很不好的预感，总觉得我必须在那里，这样才不会出意外……只是以防万一。
Loc_Subtitles/FIONA_00606,(FIONA)\\\\It’s hard to explain… I just have this terrible feeling like\\\\I need to be there so nothing goes wrong.\\\\Just in case.,(菲奥娜)\\\\这很难解释……我就是有种很糟糕的预感，\\\\觉得必须得在场，事情才不会出岔子。\\\\只为以防万一。
Loc_Subtitles/FIONA_00615,(FIONA)\\\\It’s not safe. They wouldn’t understand.,(菲奥娜)\\\\这里不安全。他们不会理解的。
Loc_Subtitles/FIONA_00632C,"(FIONA)\\\\It’s your company now. Your dad believed in you. Otherwise, he wouldn’t have left it to you.",(菲奥娜)\\\\现在公司是你的了。你爸爸相信你，否则他也不会把公司留给你。
Loc_Subtitles/FIONA_00239,(FIONA)\\\\I’m worried about the new suit design. ,(菲奥娜)\\\\我对新款套装的设计还有点担心。 
Loc_Subtitles/FIONA_00624,(FIONA)\\\\I’ve never seen one like that before.,(菲奥娜)\\\\我之前从没见过那种款式。
Loc_Subtitles/FIONA_00616,(FIONA)\\\\Keep it between us for now.,(菲奥娜)\\\\这件事先只我们知道就好。
